tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Polish Open Warsaw 2002,2002-11-14,KOSTAL Radek,SEREDA Peter,4,0,"11,11,11,11|8,7,6,9",,GRAND_SLAM,MS,1507,Qualification,KOSTAL Radek (CZE),SEREDA Peter (SVK),KOSTAL Radek
Polish Open Warsaw 2002,2002-11-14,KEINATH Thomas/STEGER Bastian,SZOTEK Karol/TOMICKI Jaroslaw,3,2,"11,4,9,11,11|7,11,11,5,6",QR32,GRAND_SLAM,MD,1507,Qualification,KEINATH Thomas (SVK) / STEGER Bastian (GER),SZOTEK Karol (POL) / TOMICKI Jaroslaw (POL),KEINATH Thomas
Polish Open Warsaw 2002,2002-11-14,ARAI Shu/FAZEKAS Peter,KUSINSKI Marcin/SUCH Bartosz,3,1,"8,11,11,11|11,8,8,5",QR16,GRAND_SLAM,MD,1507,Qualification,ARAI Shu (JPN) / FAZEKAS Peter (HUN),KUSINSKI Marcin (POL) / SUCH Bartosz (POL),ARAI Shu
Polish Open Warsaw 2002,2002-11-14,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,LINDNER Adam/PAZSY Ferenc,4,1,"11,11,11,9,11|9,4,9,11,5",R16,GRAND_SLAM,MD,1507,Main Draw,BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),LINDNER Adam (HUN) / PAZSY Ferenc (HUN),BLASZCZYK Lucjan
Polish Open Warsaw 2002,2002-11-14,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,MAZE Michael/SCHLAGER Werner,4,2,"8,11,11,9,11,11|11,9,1,11,3,5",QF,GRAND_SLAM,MD,1507,Main Draw,BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),MAZE Michael (DEN) / SCHLAGER Werner (AUT),BLASZCZYK Lucjan
Polish Open Warsaw 2002,2002-11-14,LAKEEV Vasily/LIVENTSOV Alexey,GORAK Daniel/KOSOWSKI Jakub,3,1,"11,11,8,11|5,5,11,7",QR64,GRAND_SLAM,MD,1507,Qualification,LAKEEV Vasily (RUS) / LIVENTSOV Alexey (RUS),GORAK Daniel (POL) / KOSOWSKI Jakub (POL),LAKEEV Vasily
Polish Open Warsaw 2002,2002-11-14,MANSSON Magnus/NILSSON Peter,KUZMIN Fedor/SHMYREV Maxim,3,1,"8,11,11,11|11,9,7,8",QR32,GRAND_SLAM,MD,1507,Qualification,MANSSON Magnus (SWE) / NILSSON Peter (SWE),KUZMIN Fedor (RUS) / SHMYREV Maxim (RUS),MANSSON Magnus
Polish Open Warsaw 2002,2002-11-14,LAKEEV Vasily/LIVENTSOV Alexey,CIHAK Marek/KOSTAL Radek,3,2,"11,9,7,11,12|9,11,11,5,10",QR16,GRAND_SLAM,MD,1507,Qualification,LAKEEV Vasily (RUS) / LIVENTSOV Alexey (RUS),CIHAK Marek (CZE) / KOSTAL Radek (CZE),LAKEEV Vasily
Polish Open Warsaw 2002,2002-11-14,TOKIC Bojan/TRUKSA Jaromir,DIDUKH Oleksandr/LIEVSHYN Vitaliy,3,0,"13,11,11|11,3,5",QR64,GRAND_SLAM,MD,1507,Qualification,TOKIC Bojan (SLO) / TRUKSA Jaromir (SVK),DIDUKH Oleksandr (UKR) / LIEVSHYN Vitaliy (UKR),TOKIC Bojan
Polish Open Warsaw 2002,2002-11-14,HAKANSSON Fredrik/SVENSSON Robert,TOKIC Bojan/TRUKSA Jaromir,3,2,"7,12,11,8,11|11,10,6,11,9",QR32,GRAND_SLAM,MD,1507,Qualification,HAKANSSON Fredrik (SWE) / SVENSSON Robert (SWE),TOKIC Bojan (SLO) / TRUKSA Jaromir (SVK),HAKANSSON Fredrik
Polish Open Warsaw 2002,2002-11-14,KUSINSKI Marcin/SUCH Bartosz,ASAMOAH Cyprian/GERELL Par,3,0,"11,11,13|5,8,11",QR64,GRAND_SLAM,MD,1507,Qualification,KUSINSKI Marcin (POL) / SUCH Bartosz (POL),ASAMOAH Cyprian (SWE) / GERELL Par (SWE),KUSINSKI Marcin
Polish Open Warsaw 2002,2002-11-14,LUNDQVIST Jens/MOLIN Magnus,ADAMIAK Grzegorz/SZAFRANEK Piotr,3,0,"11,11,11|3,5,4",QR32,GRAND_SLAM,MD,1507,Qualification,LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),ADAMIAK Grzegorz (ESP) / SZAFRANEK Piotr (POL),LUNDQVIST Jens
Polish Open Warsaw 2002,2002-11-14,MANSSON Magnus/NILSSON Peter,MAIER Christoph/PRESSLMAYER Bernhard,3,2,"7,15,12,5,11|11,13,10,11,9",QR16,GRAND_SLAM,MD,1507,Qualification,MANSSON Magnus (SWE) / NILSSON Peter (SWE),MAIER Christoph (AUT) / PRESSLMAYER Bernhard (AUT),MANSSON Magnus
Polish Open Warsaw 2002,2002-11-14,LUNDQVIST Jens/MOLIN Magnus,CABESTANY Cedrik/VARIN Eric,3,1,"11,6,11,11|5,11,3,6",QR16,GRAND_SLAM,MD,1507,Qualification,LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),CABESTANY Cedrik (FRA) / VARIN Eric (FRA),LUNDQVIST Jens
Polish Open Warsaw 2002,2002-11-14,SANADA Koji/TASAKI Toshio,HAKANSSON Fredrik/SVENSSON Robert,4,3,"11,11,13,11,10,4,11|6,8,15,6,12,11,8",R16,GRAND_SLAM,MD,1507,Main Draw,SANADA Koji (JPN) / TASAKI Toshio (JPN),HAKANSSON Fredrik (SWE) / SVENSSON Robert (SWE),SANADA Koji
Polish Open Warsaw 2002,2002-11-14,CHEN Weixing/SMIRNOV Alexey,LUNDQVIST Jens/MOLIN Magnus,4,1,"11,4,11,12,11|5,11,7,10,1",R16,GRAND_SLAM,MD,1507,Main Draw,CHEN Weixing (AUT) / SMIRNOV Alexey (RUS),LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),CHEN Weixing
Polish Open Warsaw 2002,2002-11-14,JANTA-LIPINSKA Anna/PASTOR Agata,HEINE Veronika/PETZNER Martina,3,1,"11,11,8,13|6,4,11,11",QR64,GRAND_SLAM,WD,1507,Qualification,JANTA-LIPINSKA Anna (POL) / PASTOR Agata (POL),HEINE Veronika (AUT) / PETZNER Martina (AUT),JANTA-LIPINSKA Anna
Polish Open Warsaw 2002,2002-11-14,NARKIEWICZ Paulina Joanna/STEFANSKA Kinga,LOGATZKAYA Tatyana/PAVLOVICH Veronika,3,2,"11,11,8,8,11|7,5,11,11,9",QR32,GRAND_SLAM,WD,1507,Qualification,NARKIEWICZ Paulina Joanna (POL) / STEFANSKA Kinga (POL),LOGATZKAYA Tatyana (BLR) / PAVLOVICH Veronika (BLR),NARKIEWICZ Paulina Joanna
Polish Open Warsaw 2002,2002-11-14,DERMASTIJA Petra/HALAS Helena,CECHOVA Dana/KASABOVA Asya,3,1,"11,6,11,11|4,11,8,9",QR32,GRAND_SLAM,WD,1507,Qualification,DERMASTIJA Petra (SLO) / HALAS Helena (SLO),CECHOVA Dana (CZE) / KASABOVA Asya (BUL),DERMASTIJA Petra
Polish Open Warsaw 2002,2002-11-14,GUO Yue/LI Xiaoxia,LAU Sui Fei/TIE Yana,4,0,"11,13,11,11|8,11,8,5",R16,GRAND_SLAM,WD,1507,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),LAU Sui Fei (HKG) / TIE Yana (HKG),GUO Yue
Polish Open Warsaw 2002,2002-11-14,GUO Yue/LI Xiaoxia,BADESCU Otilia/ZAMFIR Adriana,4,3,"11,5,11,6,5,11,11|5,11,7,11,11,5,7",QF,GRAND_SLAM,WD,1507,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),BADESCU Otilia (ROU) / ZAMFIR Adriana (ROU),GUO Yue
Polish Open Warsaw 2002,2002-11-14,LI Nan/ZHANG Yining,BOROS Tamara/STEFF Mihaela,4,3,"5,11,11,11,10,5,11|11,9,3,5,12,11,8",SF,GRAND_SLAM,WD,1507,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),BOROS Tamara (CRO) / STEFF Mihaela (ROU),LI Nan
Polish Open Warsaw 2002,2002-11-14,GUO Yue/LI Xiaoxia,STRUSE Nicole/SCHALL Elke,4,0,"11,11,11,11|3,9,4,5",SF,GRAND_SLAM,WD,1507,Main Draw,GUO Yue (CHN) / LI Xiaoxia (CHN),STRUSE Nicole (GER) / SCHALL Elke (GER),GUO Yue
Polish Open Warsaw 2002,2002-11-14,LI Nan/ZHANG Yining,GUO Yue/LI Xiaoxia,4,2,"11,7,11,9,11,16|5,11,7,11,4,14",F,GRAND_SLAM,WD,1507,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),GUO Yue (CHN) / LI Xiaoxia (CHN),LI Nan
Polish Open Warsaw 2002,2002-11-14,COSTES Agathe/MIE Anne-Claire,SMISTIKOVA Martina/VACENOVSKA Iveta,3,1,"11,8,11,11|4,11,7,7",QR32,GRAND_SLAM,WD,1507,Qualification,COSTES Agathe (FRA) / MIE Anne-Claire (FRA),SMISTIKOVA Martina (CZE) / VACENOVSKA Iveta (CZE),COSTES Agathe
Polish Open Warsaw 2002,2002-11-14,GOURIN Anne-Sophie/GRUNDISCH Carole,STRBIKOVA Renata/VACHOVCOVA Alena,3,2,"9,8,11,11,11|11,11,6,4,3",QR16,GRAND_SLAM,WD,1507,Qualification,GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA),STRBIKOVA Renata (CZE) / VACHOVCOVA Alena (CZE),GOURIN Anne-Sophie
Polish Open Warsaw 2002,2002-11-14,BERGLUND Anna/WIGOW Susanna,IVANCAN Irene/URBAN Alexandra,3,1,"18,11,7,12|16,7,11,10",QR64,GRAND_SLAM,WD,1507,Qualification,BERGLUND Anna (SWE) / WIGOW Susanna (SWE),IVANCAN Irene (GER) / URBAN Alexandra (GER),BERGLUND Anna
Polish Open Warsaw 2002,2002-11-14,NARKIEWICZ Paulina Joanna/STEFANSKA Kinga,ROHR Gaby/ROHR Meike,3,0,"11,11,12|9,7,10",QR64,GRAND_SLAM,WD,1507,Qualification,NARKIEWICZ Paulina Joanna (POL) / STEFANSKA Kinga (POL),ROHR Gaby (GER) / ROHR Meike (GER),NARKIEWICZ Paulina Joanna
Polish Open Warsaw 2002,2002-11-14,GOROWSKA Magdalena/PILKA Marta,GOBEL Jessica/LANG Kristin,3,1,"11,11,12,11|5,5,14,6",QR32,GRAND_SLAM,WD,1507,Qualification,GOROWSKA Magdalena (POL) / PILKA Marta (POL),GOBEL Jessica (GER) / LANG Kristin (GER),GOROWSKA Magdalena
Polish Open Warsaw 2002,2002-11-14,LI Nan/ZHANG Yining,KRAMER Tanja/ROBERTSON Laura,4,0,"11,11,11,11|4,2,2,6",R16,GRAND_SLAM,WD,1507,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),KRAMER Tanja (GER) / ROBERTSON Laura (GER),LI Nan
Polish Open Warsaw 2002,2002-11-14,SONG Ah Sim/ZHANG Rui,BERGLUND Anna/WIGOW Susanna,3,0,"11,11,11|6,7,6",QR32,GRAND_SLAM,WD,1507,Qualification,SONG Ah Sim (HKG) / ZHANG Rui (HKG),BERGLUND Anna (SWE) / WIGOW Susanna (SWE),SONG Ah Sim
Polish Open Warsaw 2002,2002-11-14,SONG Ah Sim/ZHANG Rui,DERMASTIJA Petra/HALAS Helena,3,1,"11,12,9,11|2,10,11,4",QR16,GRAND_SLAM,WD,1507,Qualification,SONG Ah Sim (HKG) / ZHANG Rui (HKG),DERMASTIJA Petra (SLO) / HALAS Helena (SLO),SONG Ah Sim
Polish Open Warsaw 2002,2002-11-14,STRUSE Nicole/SCHALL Elke,SONG Ah Sim/ZHANG Rui,4,1,"11,11,12,4,11|9,8,10,11,7",R16,GRAND_SLAM,WD,1507,Main Draw,STRUSE Nicole (GER) / SCHALL Elke (GER),SONG Ah Sim (HKG) / ZHANG Rui (HKG),STRUSE Nicole
Polish Open Warsaw 2002,2002-11-14,KRAMER Tanja/ROBERTSON Laura,LOVAS Petra/POTA Georgina,3,2,"4,12,11,7,11|11,10,3,11,8",QR16,GRAND_SLAM,WD,1507,Qualification,KRAMER Tanja (GER) / ROBERTSON Laura (GER),LOVAS Petra (HUN) / POTA Georgina (HUN),KRAMER Tanja
Polish Open Warsaw 2002,2002-11-14,HIRANO Sayaka/TASEI Mikie,CICHOCKA Magdalena/KRAWCZYK Renata,3,2,"11,10,11,11,15|4,12,8,13,13",QR32,GRAND_SLAM,WD,1507,Qualification,HIRANO Sayaka (JPN) / TASEI Mikie (JPN),CICHOCKA Magdalena (POL) / KRAWCZYK Renata (POL),HIRANO Sayaka
Polish Open Warsaw 2002,2002-11-14,HIRANO Sayaka/TASEI Mikie,FAZEKAS Maria/MOLNAR Zita,3,2,"6,11,9,11,11|11,9,11,8,6",QR16,GRAND_SLAM,WD,1507,Qualification,HIRANO Sayaka (JPN) / TASEI Mikie (JPN),FAZEKAS Maria (HUN) / MOLNAR Zita (HUN),HIRANO Sayaka
Polish Open Warsaw 2002,2002-11-14,FUJINUMA Ai/HIURA Reiko,GOURIN Anne-Sophie/GRUNDISCH Carole,4,3,"9,11,14,5,11,11,11|11,7,16,11,5,8,3",R16,GRAND_SLAM,WD,1507,Main Draw,FUJINUMA Ai (JPN) / HIURA Reiko (JPN),GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA),FUJINUMA Ai
Polish Open Warsaw 2002,2002-11-14,NISHII Miyuki/NISHII Yuka,GOROWSKA Magdalena/PILKA Marta,4,0,"11,11,11,11|9,4,3,1",R16,GRAND_SLAM,WD,1507,Main Draw,NISHII Miyuki (JPN) / NISHII Yuka (JPN),GOROWSKA Magdalena (POL) / PILKA Marta (POL),NISHII Miyuki
Polish Open Warsaw 2002,2002-11-14,LI Nan/ZHANG Yining,FUJINUMA Ai/HIURA Reiko,4,1,"11,11,11,11,11|13,9,5,7,5",QF,GRAND_SLAM,WD,1507,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),FUJINUMA Ai (JPN) / HIURA Reiko (JPN),LI Nan
Polish Open Warsaw 2002,2002-11-14,STRUSE Nicole/SCHALL Elke,NISHII Miyuki/NISHII Yuka,4,3,"11,12,7,12,3,12,11|7,14,11,10,11,10,8",QF,GRAND_SLAM,WD,1507,Main Draw,STRUSE Nicole (GER) / SCHALL Elke (GER),NISHII Miyuki (JPN) / NISHII Yuka (JPN),STRUSE Nicole
Polish Open Warsaw 2002,2002-11-14,XU Yan/ZHAO Danni,GAJIC Jelena/REGENWETTER Peggy,3,2,"9,14,11,6,12|11,12,8,11,10",QR32,GRAND_SLAM,WD,1507,Qualification,XU Yan (SGP) / ZHAO Danni (SGP),GAJIC Jelena (SRB) / REGENWETTER Peggy (LUX),XU Yan
Polish Open Warsaw 2002,2002-11-14,KIRITSA Liudmila/MOCROUSOV Elena,PASKAUSKIENE Ruta/CIGANKOVA Nataliya,3,1,"11,11,2,11|9,3,11,5",QR32,GRAND_SLAM,WD,1507,Qualification,KIRITSA Liudmila (RUS) / MOCROUSOV Elena (MDA),PASKAUSKIENE Ruta (LTU) / CIGANKOVA Nataliya (BLR),KIRITSA Liudmila
Polish Open Warsaw 2002,2002-11-14,CICHOCKA Magdalena/KRAWCZYK Renata,RATHER Jasna/TODOROVIC Biljana,3,1,"12,3,11,12|10,11,6,10",QR64,GRAND_SLAM,WD,1507,Qualification,CICHOCKA Magdalena (POL) / KRAWCZYK Renata (POL),RATHER Jasna (USA) / TODOROVIC Biljana (SLO),CICHOCKA Magdalena
Polish Open Warsaw 2002,2002-11-14,BORZA Valeria/KOLAROVA Nina,KUSZAJ Iwona/PIETKIEWICZ Monika,3,1,"10,12,12,11|12,10,10,7",QR64,GRAND_SLAM,WD,1507,Qualification,BORZA Valeria (ROU) / KOLAROVA Nina (SVK),KUSZAJ Iwona (POL) / PIETKIEWICZ Monika (POL),BORZA Valeria
Polish Open Warsaw 2002,2002-11-14,SMISTIKOVA Martina/VACENOVSKA Iveta,KRAVCHENKO Marina/SMYKOWSKA Anna,3,2,"9,11,12,7,11|11,8,10,11,6",QR64,GRAND_SLAM,WD,1507,Qualification,SMISTIKOVA Martina (CZE) / VACENOVSKA Iveta (CZE),KRAVCHENKO Marina (ISR) / SMYKOWSKA Anna (POL),SMISTIKOVA Martina
Polish Open Warsaw 2002,2002-11-14,LAU Sui Fei/TIE Yana,JANTA-LIPINSKA Anna/PASTOR Agata,3,0,"11,11,11|8,9,8",QR32,GRAND_SLAM,WD,1507,Qualification,LAU Sui Fei (HKG) / TIE Yana (HKG),JANTA-LIPINSKA Anna (POL) / PASTOR Agata (POL),LAU Sui Fei
Polish Open Warsaw 2002,2002-11-14,KRAMER Tanja/ROBERTSON Laura,GIERYN Katarzyna/LUCZAKOWSKA Daria,3,0,"11,11,12|9,7,10",QR32,GRAND_SLAM,WD,1507,Qualification,KRAMER Tanja (GER) / ROBERTSON Laura (GER),GIERYN Katarzyna (POL) / LUCZAKOWSKA Daria (POL),KRAMER Tanja
Polish Open Warsaw 2002,2002-11-14,NARKIEWICZ Paulina Joanna/STEFANSKA Kinga,KIRITSA Liudmila/MOCROUSOV Elena,3,2,"11,8,11,12,11|8,11,7,14,6",QR16,GRAND_SLAM,WD,1507,Qualification,NARKIEWICZ Paulina Joanna (POL) / STEFANSKA Kinga (POL),KIRITSA Liudmila (RUS) / MOCROUSOV Elena (MDA),NARKIEWICZ Paulina Joanna
Polish Open Warsaw 2002,2002-11-14,GOROWSKA Magdalena/PILKA Marta,COSTES Agathe/MIE Anne-Claire,3,1,"5,11,11,11|11,8,9,9",QR16,GRAND_SLAM,WD,1507,Qualification,GOROWSKA Magdalena (POL) / PILKA Marta (POL),COSTES Agathe (FRA) / MIE Anne-Claire (FRA),GOROWSKA Magdalena
Polish Open Warsaw 2002,2002-11-14,KISHIDA Satoko/UMEMURA Aya,NARKIEWICZ Paulina Joanna/STEFANSKA Kinga,4,1,"11,11,9,11,11|8,9,11,3,8",R16,GRAND_SLAM,WD,1507,Main Draw,KISHIDA Satoko (JPN) / UMEMURA Aya (JPN),NARKIEWICZ Paulina Joanna (POL) / STEFANSKA Kinga (POL),KISHIDA Satoko
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia/ZAMFIR Adriana,WAGGERMAYER Elena/LIVENTSOVA Julia,3,1,"11,6,11,11|8,11,6,8",QR32,GRAND_SLAM,WD,1507,Qualification,BADESCU Otilia (ROU) / ZAMFIR Adriana (ROU),WAGGERMAYER Elena (AUT) / LIVENTSOVA Julia (RUS),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia/ZAMFIR Adriana,ELLO Vivien/KERTAI Rita,3,1,"11,3,11,11|7,11,5,6",QR16,GRAND_SLAM,WD,1507,Qualification,BADESCU Otilia (ROU) / ZAMFIR Adriana (ROU),ELLO Vivien (HUN) / KERTAI Rita (HUN),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,BOROS Tamara/STEFF Mihaela,HIRANO Sayaka/TASEI Mikie,4,2,"7,12,12,11,7,11|11,10,10,8,11,6",R16,GRAND_SLAM,WD,1507,Main Draw,BOROS Tamara (CRO) / STEFF Mihaela (ROU),HIRANO Sayaka (JPN) / TASEI Mikie (JPN),BOROS Tamara
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia/ZAMFIR Adriana,CAO Xingni/GUO Yan (1982),4,1,"11,13,9,11,11|5,11,11,4,8",R16,GRAND_SLAM,WD,1507,Main Draw,BADESCU Otilia (ROU) / ZAMFIR Adriana (ROU),CAO Xingni (CHN) / GUO Yan (1982) (CHN),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,BOROS Tamara/STEFF Mihaela,KISHIDA Satoko/UMEMURA Aya,4,1,"14,5,11,11,11|12,11,8,8,7",QF,GRAND_SLAM,WD,1507,Main Draw,BOROS Tamara (CRO) / STEFF Mihaela (ROU),KISHIDA Satoko (JPN) / UMEMURA Aya (JPN),BOROS Tamara
Polish Open Warsaw 2002,2002-11-14,WAGGERMAYER Elena/LIVENTSOVA Julia,FELIKS Milena/SZYMANSKA Antonina,3,1,"15,11,11,11|13,13,7,9",QR64,GRAND_SLAM,WD,1507,Qualification,WAGGERMAYER Elena (AUT) / LIVENTSOVA Julia (RUS),FELIKS Milena (POL) / SZYMANSKA Antonina (POL),WAGGERMAYER Elena
Polish Open Warsaw 2002,2002-11-14,LAU Sui Fei/TIE Yana,XU Yan/ZHAO Danni,3,2,"11,9,11,7,11|9,11,9,11,6",QR16,GRAND_SLAM,WD,1507,Qualification,LAU Sui Fei (HKG) / TIE Yana (HKG),XU Yan (SGP) / ZHAO Danni (SGP),LAU Sui Fei
Polish Open Warsaw 2002,2002-11-14,GOURIN Anne-Sophie/GRUNDISCH Carole,BORZA Valeria/KOLAROVA Nina,3,1,"11,11,5,13|7,7,11,11",QR32,GRAND_SLAM,WD,1507,Qualification,GOURIN Anne-Sophie (FRA) / GRUNDISCH Carole (FRA),BORZA Valeria (ROU) / KOLAROVA Nina (SVK),GOURIN Anne-Sophie
Polish Open Warsaw 2002,2002-11-14,ELLO Vivien/KERTAI Rita,NORDENBERG Linda/OLSSON Marie,3,2,"11,8,6,11,11|3,11,11,5,1",QR32,GRAND_SLAM,WD,1507,Qualification,ELLO Vivien (HUN) / KERTAI Rita (HUN),NORDENBERG Linda (SWE) / OLSSON Marie (SWE),ELLO Vivien
Polish Open Warsaw 2002,2002-11-14,LOVAS Petra/POTA Georgina,KOSTROMINA Tatyana (1973)/KOVTUN Elena,3,0,"11,11,12|9,9,10",QR32,GRAND_SLAM,WD,1507,Qualification,LOVAS Petra (HUN) / POTA Georgina (HUN),KOSTROMINA Tatyana (1973) (BLR) / KOVTUN Elena (UKR),LOVAS Petra
